release_date,price,developer
1990-01-01,6.99,Ozark Softscape
1996-01-01,6.99,"Accolade, Inc"
1990-01-01,6.99,"MicroProse Software, Inc"
2014-11-05,1.99,Good Games
2014-11-07,9.99,alpha six productions
2014-11-07,4.99,WINGED SAKURA GAMES
2014-11-07,14.99,WINGED SAKURA GAMES
2014-10-14,3.99,ILIKESCIFI Games
2014-11-07,9.99,Bulwark Studios
2014-11-07,5.99,Sascha Hartleb
2014-11-07,3.99,Freebird Games
2014-11-07,14.99,Ino-Co Plus
2014-11-07,2.99,Freebird Games
2014-11-07,12.99,Sunlight Games
2014-11-11,11.99,Ubisoft - San Francisco
2014-11-11,6.99,Double Fine Productions
2014-11-11,3.99,ONE MORE LEVEL
2014-11-11,14.99,Codemasters
2014-11-12,29.99,Full Control Studios
2014-11-11,29.99,Leadwerks Software
2014-11-12,4.99,Sean Han Tani
2014-11-12,13.99,Moondrop
2014-11-12,14.99,Frima Studio
2014-11-12,3.99,Frima Studio
2014-11-12,19.99,Nexus Game Studios
2014-11-12,7.99,Timeslip Softworks
2014-11-12,0.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-11-12,4.99,Naiad Entertainment LLC
2014-11-12,2.99,"TT Games,Feral Interactive (Mac)"
2014-11-18,2.99,Ubisoft - San Francisco
2014-11-12,2.99,"TT Games,Feral Interactive (Mac)"
2014-11-17,19.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-11-17,4.99,"SmiteWorks USA, LLC"
2014-11-17,4.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-11-18,29.99,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2014-11-17,29.99,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2014-11-18,9.99,United Independent Entertainment GmbH
2014-11-18,4.99,Might and Delight
2014-11-18,4.99,Colossal Order Ltd.
2014-11-18,1.99,Tavern Games
2014-11-18,14.99,"Upper One Games,E-Line Media"
2014-11-18,4.99,Colossal Order Ltd.
2014-11-18,14.99,Fatshark
2014-11-18,5.99,Z-Software
2014-11-18,4.99,WayForward
2014-11-20,Free To Play,Infinity Plus 2
2014-11-17,7.99,"SmiteWorks USA, LLC"
2014-11-20,Play Warmachine: Tactics Demo,WhiteMoon Dreams
2014-11-20,6.99,Quaternion Studio
2014-11-20,2.99,Studio Whisky Tango Inc.
2014-11-20,7.99,Bacon Bandit Games
2014-11-20,9.99,Studio Whisky Tango Inc.
2014-11-20,10.99,"Romenics,Artaani,Riya"
2014-11-21,Free,VIS - Visual Imagination Software
2014-11-21,9.99,Milestone S.r.l.
2013-10-09,49.99,On Target Simulations
2014-11-20,15.99,Fayju
2014-11-21,79.99,The Game Creators
2012-11-02,9.99,immersionFX
2014-11-21,4.99,Mykhail Konokh
2014-11-21,19.99,Badland Studio
2014-11-25,13.99,Masthead Studios Ltd
2014-11-24,19.99,Wolverine Studios
2014-11-24,2.99,Daniel Gill
2014-07-25,9.99,Red Hedgehog
2014-11-25,12.99,Dovetail Games
2014-11-24,9.99,MagicIndie
2014-11-24,18.99,Dekovir Entertainment
2014-11-24,14.99,Axis Game Factory
2014-11-24,2.99,Torn Banner Studios
2014-11-24,13.99,Hot Lava
2013-06-28,14.99,MoeNovel
2014-11-24,39.99,Portalarium
2014-11-25,2.99,Ubisoft - San Francisco
2014-12-02,7.99,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-12-02,1.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-11-26,9.99,Archetype Global
2014-11-26,2.99,Firaxis Games
2014-11-27,24.99,Carenado
2014-11-27,9.99,"CD PROJEKT RED,Can Explode"
2014-11-27,14.99,Forge Reply srl
2014-11-28,1.99,Orange_Juice
2014-11-28,14.99,Grynsoft
2014-11-28,9.99,Kylotonn Entertainment
2014-11-28,9.99,Crafty Studios
2014-11-28,9.99,Earthworm Games
2014-12-04,19.99,Dovetail Games
2014-11-28,9.99,Coffee Stain Studios
2014-12-04,Free To Play,Neon Serpent LLC
2014-12-05,5.99,Causal Bit Games Inc.
2014-12-04,4.99,Neon Serpent LLC
2014-12-05,19.99,Dovetail Games
2014-12-05,19.99,Dovetail Games
2010-05-28,9.99,Zoetrope Interactive
2014-12-05,Free To Play,"Hassey Enterprises, Inc."
2014-06-13,5.99,Choice of Games
2014-12-05,3.99,Inertia Game Studios
2014-07-04,5.99,Alternative Software Ltd
2014-12-05,7.99,Gamious
2014-12-05,Free,Vortal Storm
2005-09-26,7.99,Kylotonn
2014-12-10,24.99,Victory Works
2014-12-10,14.99,"Dejobaan Games, LLC,Popcannibal"
2014-12-10,4.99,Arrowhead Game Studios
2014-12-10,19.99,Flying Wild Hog
2014-12-10,3.99,blamedrop
2014-12-10,6.99,Tikipod Ltd
2014-12-10,Free,Benjamin Bryant
2012-05-10,3.99,Rob Lach
2014-12-10,0.99,Rob Lach
2012-05-12,3.99,Rob Lach
2013-08-12,19.99,Chessbase
2014-12-10,4.99,Great War Team
2014-12-12,4.99,Rob Howland
2014-12-11,19.99,Square Enix
2014-12-12,2.99,Light Echo
2014-12-15,3.99,KintoGames
2014-12-15,14.99,vertex4 entertainment ltd.
2014-12-15,9.99,Dingaling
2016-12-31,1.99,DigitalWorldEntertainment
2014-12-15,4.99,BlankMediaGames
2014-12-15,7.99,Paper Games
2014-10-20,12.99,Flat Earth Games
2014-12-15,14.99,AAD Productions
2014-12-10,6.99,Widdly 2 Diddly
2016-02-04,24.99,Actual Tools
2014-12-16,7.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,2.99,Ubisoft - San Francisco
2014-12-16,14.99,Graviteam
2014-12-16,16.99,Graviteam
2014-12-16,3.99,Capcom
2014-12-16,3.99,Capcom
2014-12-16,3.99,Capcom
2014-12-16,3.99,Capcom
2014-12-16,3.99,Capcom
2014-12-16,3.99,Capcom
2014-12-16,3.99,Capcom
2014-12-17,4.99,"BadFly Interactive, a.s."
2014-12-15,4.99,Eversim
2014-12-17,8.99,WisdomTools
2014-12-17,19.99,Eversim
2014-12-17,9.99,Eversim
2014-12-18,19.99,Kojima Productions
2016-04-19,14.99,DoubleDutch Games
2014-12-18,39.99,Dovetail Games
2014-09-26,4.99,Duelboot
2014-12-18,9.99,Hex Keep
2014-11-05,Free To Play,Shumkov Dmitriy
2014-12-18,9.99,XPEC Entertainment Inc.
2014-12-22,0.99,Blue Label Studio
2014-12-19,9.99,Choice of Games
2014-12-22,0.99,InsGames
2014-12-12,6.99,Choice of Games
2014-12-22,3.99,RobTop Games
2014-12-31,4.99,1C Wireless
2014-12-31,0.99,Colonthree Enterprises
2015-01-01,19.99,Dimmdrive Inc.
2014-09-19,2.99,TRI.G
2015-01-01,2.99,"Forthright Casual Games,Beyond-Limits-Games"
2015-01-02,4.99,Peter Hrdy
2015-01-02,2.99,Johan Aronsson
2015-01-02,2.99,Nooner Bear Studio
2015-01-02,14.99,Eversim
2015-01-05,34.99,Carenado
2015-01-06,2.99,Ubisoft - San Francisco
2015-01-06,13.99,Ubisoft - San Francisco
2015-01-07,0.99,InsGames
2015-01-07,4.99,Snails Animation
2015-01-07,0.99,InsGames
2015-01-08,24.99,ARTDINK
2015-01-08,4.99,MeDungeon Ltd.
2015-01-09,9.99,MagicIndie
2015-01-09,9.99,Camel 101
2015-01-09,9.99,Breaking Fourth
2015-01-09,4.99,Forever Entertainment S. A.
2015-01-12,9.99,Eagle Dynamics
2014-02-20,0.99,HCP Games
2015-01-12,2.99,Sean Davy
2015-01-13,4.99,Crystal Dynamics
2015-01-13,1.99,Crystal Dynamics
2015-01-13,1.99,Crystal Dynamics
2015-01-12,3.99,Swagabyte Games
2015-01-13,1.99,Crystal Dynamics
2007-08-28,9.99,Coldwood Interactive
2015-01-14,19.99,Spiderweb Software
2015-01-14,4.99,Orangepixel
2015-01-15,19.99,Dovetail Games
2015-01-15,4.99,Nyamyam
2015-01-15,4.99,Mårten Jonsson
2015-01-15,6.99,Uniworlds Game Studios
2015-01-15,7.99,"Levels or Lives,Super Fun Games"
2014-05-07,6.99,Shaman Games Studio
2015-01-16,9.99,"Amaranth Games, LLC"
2015-01-15,1.99,"Sledgehammer Games,Raven Software"
2015-01-15,1.99,"Sledgehammer Games,Raven Software"
2015-01-15,1.99,"Sledgehammer Games,Raven Software"
2015-01-15,2.99,"Sledgehammer Games,Raven Software"
2015-01-15,1.99,"Sledgehammer Games,Raven Software"
2015-01-15,2.99,"Sledgehammer Games,Raven Software"
2015-01-16,2.99,Kisareth Studios
2015-01-19,24.99,Union Workshop
2015-01-19,9.99,HuniePot
2015-01-19,6.99,Cat5Games
2014-02-20,Free,InvertMouse
2013-11-18,79.99,Axis Game Factory LLC
2015-01-20,0.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2015-01-19,19.99,"CAPCOM Co., Ltd."
2014-12-15,4.99,Gamesare
2015-01-20,9.99,Fancy Fish Games
2015-01-20,4.99,Fancy Fish Games
2015-01-20,12.99,Fancy Fish Games
2015-01-22,0.98,Andy Wallace
2015-01-22,1.99,InvertMouse
2015-01-22,9.99,"Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com,sanodg (Nobuyoshi Sano)"
2015-01-22,0.99,"Andy Wallace,Nathaniel Chambers"
2015-01-23,14.99,Beam Team Games
2015-01-23,4.99,GTGD
2015-01-23,29.99,Petroglyph
2015-01-22,Free,InvertMouse
2009-09-04,9.99,Deck13
2015-01-26,4.99,Ivy Games LLC
2015-01-26,2.99,MKLab
2015-01-27,2.99,Ubisoft - San Francisco
2015-01-27,2.99,Ubisoft - San Francisco
2015-01-27,2.99,Ubisoft - San Francisco
2015-01-27,11.99,Ubisoft - San Francisco
2015-01-27,4.99,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
2015-01-27,9.99,"2K Australia,Gearbox Software,Aspyr (Mac, Linux)"
2015-01-27,0.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2015-01-27,1.99,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2015-01-27,9.99,Autumn Moon
2015-01-28,6.99,Alternative Software Ltd
2015-01-28,29.99,Carenado
2015-01-28,3.99,Charybdis Ltd
2015-01-28,6.99,Alternative Software Ltd
2015-01-28,4.99,Nevosoft
2013-04-09,4.99,Machine 22
2015-01-29,9.99,Encryptique
2015-01-29,Free To Play,Spark Plug Games
2015-01-29,0.99,"Mikeypoo's Games,Roger Levy"
2015-01-29,9.99,Pastagames
2015-01-29,4.99,"SmiteWorks USA, LLC"
2015-01-29,4.99,"SmiteWorks USA, LLC"
2015-01-29,7.99,"SmiteWorks USA, LLC"
2015-01-29,4.99,"SmiteWorks USA, LLC"
2015-01-29,4.99,"SmiteWorks USA, LLC"
2015-01-29,4.99,"SmiteWorks USA, LLC"
2015-01-30,5.99,Rock Paper Games
2015-01-29,5.99,"SmiteWorks USA, LLC"
2015-02-02,4.99,Crystal Dynamics
2015-01-01,4.99,Black Shell Games
2015-01-01,2.99,Black Shell Games
2015-02-03,4.99,Moonlight Mouse
2015-02-03,14.99,Alientrap
2015-02-03,0.99,Philip Royer
2015-02-03,0.99,Back To Basics Gaming
2015-02-03,6.99,Alientrap
2015-02-03,6.99,Aegon Games
2015-02-03,7.99,Juniper Games
2015-02-03,2.99,Ubisoft - San Francisco
2015-02-03,2.99,Ubisoft - San Francisco
2015-02-03,2.99,Ubisoft - San Francisco
2015-02-03,2.99,Ubisoft - San Francisco
2015-02-05,1.99,Handelabra Games Inc.
2015-02-05,4.99,Handelabra Games Inc.
2015-02-05,1.99,Doyodo
2015-02-05,19.99,Digital Train Model
2015-02-05,Free To Play,MovingBlocks
2015-02-05,9.99,Endgame Studios
2015-02-06,7.99,Smoodlez
2015-02-06,4.99,Mayhem Games USA
2015-02-06,9.99,2SD
2015-02-06,18.99,Failbetter Games
2015-02-06,2.99,Emmanuel Salva Cruz
2015-02-12,3.99,Haemimont Games
2015-02-06,9.99,AGO Games
2015-02-10,7.99,Ubisoft - San Francisco
2015-02-06,9.99,3000AD
2015-02-06,9.99,The Bitfather
2014-11-14,0.99,Mad Ram Software
2015-02-06,3.99,HuniePot
2015-02-09,4.99,Felix Wunderlich
2015-02-09,6.99,Targem Games
2015-02-09,2.99,Geek Sloth Games
2015-02-09,Free To Play,Shifty Chair Games
2015-02-09,4.99,Dennis Esie
2015-02-09,9.99,Maltakreuz
2015-02-09,8.99,Morozov Sergey
2015-02-09,39.99,DragonHead Studio
2015-02-12,2.99,Lunagames
2015-02-12,12.99,Sinister
2015-02-12,4.99,Thrillion
2015-02-12,4.99,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2015-02-12,29.99,Chaphat
2015-02-12,9.99,Atmosphere Entertainment Studios
2015-02-12,0.99,"MPR ART Hallucinations,Roger Levy"
2015-02-12,3.99,FarSpace Studios
2015-02-12,2.99,"FarSpace Studios,Andrew Lloyd"
2015-02-12,1.99,LiveItGames LLC
2015-02-12,4.99,Hyper Hippo Games
2015-02-12,3.99,Battenberg Software
2015-02-17,7.99,Creative Assembly
2015-02-17,9.99,Red Herring Labs
2015-02-17,19.99,Defiant Development
2015-02-17,2.99,"TT Games,Feral Interactive (Mac)"
2015-02-17,2.99,Ubisoft - San Francisco
2015-02-17,2.99,Ubisoft - San Francisco
2015-02-17,2.99,Ubisoft - San Francisco
2015-02-17,2.99,Ubisoft - San Francisco
2015-02-17,2.99,Ubisoft - San Francisco
2015-02-17,11.99,Ubisoft - San Francisco
2015-02-17,1.99,Pringo Dingo Games
2015-02-17,5.99,Auroch Digital
2015-02-19,5.99,"New Life Interactive, LLC"
2015-02-20,9.99,DL Softworks
2015-02-20,Free To Play,"Flashback Games,The Lordz Games Studio"
2015-02-20,14.99,Glass Bottom Games
2015-02-20,4.99,Spasman Games
2014-04-04,Free To Play,Spasman Games
2015-02-20,4.99,Rob Howland
2015-02-20,7.99,Lonely Troops
2015-02-20,15.99,FourbitFriday
2015-02-20,3.99,Doyodo
2015-02-23,3.99,Rainbow Games
2015-02-23,4.99,Brandon Brizzi
2015-02-23,6.99,Lawrence Russell
2015-02-24,9.99,Iridium Studios
2015-02-24,4.99,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
2015-02-24,1.99,Capcom
2015-02-24,1.99,Capcom
2015-02-24,1.99,Capcom
2015-02-24,1.99,Capcom
2015-02-24,6.99,Chocolate Liberation Front
2015-02-24,1.99,Capcom
2015-02-24,9.99,Capcom
2015-02-24,1.99,Capcom
2015-02-24,1.99,Capcom
2015-02-24,1.99,Capcom
2015-02-24,2.99,Capcom
2015-02-24,2.99,Capcom
2015-02-24,2.99,Capcom
2015-02-24,1.99,Capcom
2015-02-24,2.49,Capcom
2015-02-24,2.49,Capcom
2015-02-24,2.99,Capcom
2015-02-24,5.99,"CAPCOM Co., Ltd."
2015-02-24,4.99,Capcom
2015-02-25,9.99,"Flat Earth Games,Epiphany Games"
2015-02-25,14.99,David Stark
2015-02-25,1.99,Loren Lemcke
2015-02-25,0.99,"Just Add Water (Developments), Ltd."
2015-02-25,2.99,Loading Home
2015-02-25,13.99,Leikir Studio
2015-02-25,19.99,"Just Add Water (Developments), Ltd."
2015-02-25,2.99,"Just Add Water (Developments), Ltd."
2015-02-25,9.99,"Alan Hazelden,Benjamin Davis"
2015-02-25,34.99,"Gearbox Software,Aspyr (Mac)"
2015-02-25,9.99,Big Ant Studios
2015-02-26,14.99,Paradox Development Studio
2015-02-26,2.49,Paradox Development Studio
2015-02-26,2.99,Anvate Games
2014-10-06,9.99,Artifex Mundi
2015-02-26,4.99,Hyde Games
2013-04-07,6.99,"Alawar Entertainment,Toyman Interactive"
2015-02-26,6.99,"Upper One Games,E-Line Media"
2015-02-26,6.99,Idea Factory
2015-02-26,39.99,DIMPS
2015-02-26,49.99,"KOEI TECMO GAMES CO., LTD."
2015-02-26,9.99,"KOEI TECMO GAMES CO., LTD."
2015-02-26,4.99,"KOEI TECMO GAMES CO., LTD."
2015-02-26,7.99,"KOEI TECMO GAMES CO., LTD."
2015-02-26,2.99,"KOEI TECMO GAMES CO., LTD."
2015-02-26,2.99,"KOEI TECMO GAMES CO., LTD."
2015-03-03,2.99,Ubisoft - San Francisco
2015-03-03,2.99,Ubisoft - San Francisco
2015-03-03,2.99,Ubisoft - San Francisco
2015-03-03,2.99,Ubisoft - San Francisco
2015-03-03,2.99,Ubisoft - San Francisco
2015-03-03,11.99,Ubisoft - San Francisco
2015-03-03,14.99,Rock Pocket Games
2015-03-03,14.99,"Sledgehammer Games,Raven Software"
2015-03-03,14.99,OSome Studio
2015-03-03,3.99,Chris McFarland
2015-03-03,9.99,Antiproto
2015-03-03,0.99,"Yohan Launay,Frederic Gaillard"
2015-03-03,139.92,GameUS Inc.
2015-03-03,9.99,GameUS Inc.
2015-03-03,29.99,GameUS Inc.
2015-03-03,39.99,GameUS Inc.
2015-03-03,5.99,Capcom
2015-03-04,5.99,Clarus Victoria
2015-03-03,49.99,GameUS Inc.
2015-03-06,59.99,Nomad Games
2015-03-06,1.99,Nomad Games
2015-03-06,9.99,C63 Industries
2015-03-06,4.29,SynthR
2015-03-06,4.99,ASTRO PORT
2004-03-10,6.99,Primal
2015-03-09,0.99,11 bit studios
2015-03-09,14.99,Might and Delight
2015-03-09,4.99,"Jetdogs Studios,Fineway Studios"
2015-03-09,9.99,MagicIndie
2015-03-09,5.99,"Deco Digital,Bevel Studios,Yakobo"
2015-03-09,0.99,"Ubisoft Sofia,Ubisoft Kiev"
2015-03-11,9.99,Kunos Simulazioni
2015-03-10,4.99,Cherry Co. Studios
2015-03-09,1.99,"Ubisoft Sofia,Ubisoft Kiev"
2015-03-11,4.99,Tin Man Games
2015-03-12,2.99,Tonguç Bodur
2015-03-12,19.99,Dovetail Games
2015-03-12,29.99,Camshaft Software
2015-03-12,14.99,Firaxis Games
2015-03-12,9.99,G-OLD
2015-03-12,3.99,"Sledgehammer Games,Raven Software"
2015-03-17,24.99,Carenado
2015-03-13,8.99,Idea Factory
2015-03-17,2.99,InvertMouse
2015-03-17,14.99,Cornfox &amp; Bros.
2015-03-17,9.99,Five Archers Games
2015-03-17,5.99,Juggernaut Games
2015-03-17,9.99,GRIN
2015-03-17,14.99,Tom Johnson
2015-03-17,2.99,Ubisoft - San Francisco
2015-03-17,2.99,Ubisoft - San Francisco
2015-03-17,2.99,Ubisoft - San Francisco
2015-03-17,9.99,Point2Point Entertainment
2015-03-17,2.99,Ubisoft - San Francisco
2015-03-17,1.99,David Mulder
2015-03-17,2.99,Ubisoft - San Francisco
2015-03-20,4.99,[bracket]games
2015-03-17,1.99,Capcom Vancouver
2015-03-24,3.99,Pixeljam
2008-01-18,Free Mod,Ascension Entertainment LLC
2015-03-20,9.99,Bigmoon Studios
2009-12-09,7.99,"Maxwolf,Fox"
2015-03-20,3.99,Aldorlea Games
2015-03-23,19.99,TML-Studios
2015-03-23,0.99,SCS Software
2015-03-23,2.99,"Jetdogs Studios,Zoom Out Games"
2015-03-23,9.99,KOG
2001-04-01,Free To Play,Millenium Project Enterprises
2015-03-26,6.99,Aleksander Ciesielski
2015-03-23,3.99,Substantial
2015-03-23,29.99,Axis Game Factory LLC
2015-03-23,9.99,Krome Studios
2015-03-24,9.99,Robert Dahlenburg
2015-03-23,6.99,Krome Studios
2014-02-28,4.99,CCCP
2015-03-25,7.99,Creative Assembly
2015-03-25,9.99,Tindalos Interactive
2001-07-14,9.99,Stardock Entertainment
2015-03-25,4.99,"Hammerware, s.r.o."
2015-03-25,0.99,Talentplace
2015-03-25,7.99,Kiritsu Games
2015-03-25,4.99,Rob Howland
2015-03-25,9.99,Hydezeke
2015-03-26,19.99,GameUS Inc.
2015-03-26,24.99,"Black Chicken Studios, inc."
2015-03-26,19.99,Dovetail Games
2015-03-26,14.99,Dreadbit
2015-03-26,9.99,"Good Morning, Commander"
2014-09-18,6.99,Alawar Entertainment
2015-03-26,14.99,Capcom
2015-03-26,Free To Play,XLGAMES
2015-03-26,3.99,Haemimont Games
2014-09-27,9.99,Artifex Mundi
2014-09-16,4.99,Zeiva Inc
2015-03-26,6.99,Idea Factory
2015-03-26,5.99,"Case in Point Studios, LLC"
2012-10-25,3.99,Renegade Sector Games
2005-03-01,14.99,House of Tales
2015-03-27,11.99,Kidalang
2015-03-27,9.99,DL Softworks
2015-03-27,14.99,STRIKEWORKS
2015-03-27,39.99,Milestone S.r.l.
2015-03-27,4.99,Rail Slave Games
2015-03-27,19.99,Leslaw Sliwko
2015-03-27,24.99,"Blind Mind Studios,Glacicle"
2015-03-27,9.99,Burnt Fuse
2013-03-08,4.99,Glass Bottom Games
2013-03-14,2.99,Glass Bottom Games
2015-03-27,4.99,Dancing Dragon Games
2015-02-03,1.99,Kittehface Software
2015-03-27,3.99,Milestone S.r.l.
2015-03-27,Free,"Filip Victor,Valve"
2015-03-27,34.99,MOONSTONE
2015-03-30,4.99,Lamplight Studios
2015-03-30,11.99,Lamplight Studios
2015-03-03,Free To Play,Timedrop Studios
2015-03-30,39.99,MAGIX Software GmbH
2015-03-30,24.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2015-03-30,Free To Play,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2015-03-30,54.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2015-03-30,64.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2015-03-30,Free To Play,Hyper Hippo Games
2015-03-30,9.99,Weird and Wry
2015-03-30,9.99,"Toadman Interactive,Fatshark"
2015-03-31,2.99,Fantasy Flight Games
2015-03-31,14.99,Michal Brzozowski
2015-03-31,2.99,Ubisoft - San Francisco
2015-03-31,2.99,Ubisoft - San Francisco
2015-03-31,2.99,Ubisoft - San Francisco
2015-03-31,2.99,Ubisoft - San Francisco
2015-03-31,2.99,Ubisoft - San Francisco
2015-03-31,11.99,Ubisoft - San Francisco
2014-11-25,6.99,Fantasy Flight Games
2015-03-31,9.99,Dissident Logic
2015-03-31,4.99,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
2017-12-10,0.99,DistrictTeam
2010-06-25,9.99,House of Tales
2015-04-01,1.99,RunServer
2015-03-30,2.99,FallenMaster
2015-04-01,0.99,Sometimes You
2015-04-01,8.99,"Thomas Schreiter,Dirk Schreiter,Jörg Winterstein,Peer Draeger,Gereon Bartel"
2015-04-01,4.99,Daniel Davies
2015-04-01,2.99,"Conor Strejcek,Daniel Davies"
2015-04-01,39.99,VEAO Simulations
1994-01-01,6.99,"MicroProse Software, Inc"
1992-01-01,6.99,"MicroProse Software, Inc"
2015-04-01,2.99,Croteam
1988-01-01,6.99,"MicroProse Software, Inc"
2015-04-01,Free To Play,Joycity
2015-09-06,2.99,reMaginarium
2003-05-01,6.99,b-alive gmbh
2015-04-01,5.99,b-alive gmbh
1991-01-01,6.99,"MicroProse Software, Inc"
2015-04-01,39.99,"FromSoftware, Inc"
1990-01-01,6.99,"MicroProse Software, Inc"
2015-04-01,7.99,Prexen Studios
2015-04-02,9.99,Brightrock Games
2015-04-02,19.99,GameUS Inc.
2015-04-02,19.99,Dovetail Games
2015-04-02,1.99,Astrosimer
2015-04-02,19.99,Slitherine Ltd.
2015-04-02,1.99,Cosmic Logic
2015-04-02,9.99,Giants Software
2015-04-02,1.99,Digital Confectioners
2015-04-02,1.99,Digital Confectioners
2015-04-02,1.99,Digital Confectioners
2015-04-02,29.99,Brightrock Games
2015-04-02,5.99,Digital Confectioners
2015-04-02,1.99,Michael Lückgen
2015-04-02,4.99,Pepi Games
2015-04-02,Free To Play,Vostok Games
2015-04-02,14.99,Daybreak Game Company
2015-04-02,14.99,Daybreak Game Company
2015-04-02,9.99,Vostok Games
2015-04-02,19.99,Vostok Games
2015-04-02,5.99,Rumpus
2015-04-02,0.99,Ars Creativa
2015-04-02,1.99,OBLONE Software
2015-04-09,9.99,Muteki
2008-04-07,14.99,House of Tales
2015-04-07,5.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,5.99,"SmiteWorks USA, LLC"
2015-04-07,5.99,"SmiteWorks USA, LLC"
2015-04-07,5.99,"SmiteWorks USA, LLC"
2015-04-07,2.99,"SmiteWorks USA, LLC"
2015-04-07,2.99,"SmiteWorks USA, LLC"
2015-04-07,29.99,"SmiteWorks USA, LLC"
2015-04-07,14.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,2.99,Ubisoft - San Francisco
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,4.99,"SmiteWorks USA, LLC"
2015-04-07,2.99,Ubisoft - San Francisco
2015-04-07,2.99,Ubisoft - San Francisco
2015-04-07,9.99,Ubisoft - San Francisco
2015-04-07,2.99,Ubisoft - San Francisco
2015-04-07,9.99,"Escape Hatch Entertainment,LLC"
2015-04-07,4.99,"Circle Five Studios,Pub Games"
2015-01-30,2.99,earrgames
2015-05-29,2.99,Aldorlea Games
2015-04-07,64.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2015-04-07,74.99,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2015-04-08,12.99,HE SAW
2015-04-08,11.99,Bohemia Interactive
2010-10-31,3.99,Aldorlea Games
2015-04-09,4.99,Dovetail Games
2015-04-09,4.99,Windmill Games
2005-06-17,4.99,Dark Fox
2015-04-09,19.99,Dovetail Games
2015-03-25,9.99,Roope Tamminen
2015-04-09,2.99,SpookyFish Games
2016-03-24,Free To Play,Creative Assembly
2015-04-10,4.99,Alda Games
2015-04-10,19.99,Fictiorama Studios
2015-04-10,3.99,Fictiorama Studios
2015-04-10,5.99,Fungameco Ltd
2015-04-10,4.99,Choice of Games
2015-04-10,5.99,Heart Shaped Games LLC
2015-04-10,10.99,Heart Shaped Games LLC
2011-02-14,9.99,Winter Wolves
2014-08-07,2.99,Sean Davy
2015-04-10,0.99,Pixel Theory Games
2015-04-10,14.99,Z4G0 and Ivan Venturi Productions
2015-04-10,79.99,muvee Technologies
2013-11-15,0.99,Alawar Dreamdale
2015-04-16,4.99,Donut Games
Apr 2015,14.99,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2015-04-16,19.99,Dovetail Games
2015-04-16,1.99,Steel Monkeys
2015-04-16,9.99,Idea Factory
2014-12-12,2.99,"343 Industries,Vanguard Games"
2015-04-16,5.99,Owl Cave
2015-04-16,7.99,Owl Cave
2015-04-16,3.99,Haemimont Games
2015-04-16,14.99,Ostrich Banditos
2015-04-16,14.99,Sinister Design
2015-04-16,4.99,Rosebud Games
2015-04-20,2.99,Casiualogic
2015-04-20,1.99,KillHouse Games
2015-04-20,1.99,Insomniac Games
2015-04-20,4.99,"AndrewDrumov, Sanke Berdochan"
2015-04-20,Free To Play,Stephane Bottin
2015-04-20,Free To Play,Jeff Trier
2015-04-20,11.99,"KOEI TECMO GAMES CO., LTD."
2015-04-20,4.99,Tango Gameworks
2015-04-20,6.99,Dagestan Technology
2015-04-21,4.99,Burrito Studio
2015-04-21,14.99,Convoy Games
2015-04-21,24.99,Carenado
