title,tags,id
Mining Industry Simulator,"['Simulation', 'Mining']",321660
Train Simulator: N15 King Arthur Class ‘Sir Lamiel’ Loco Add-On,"['Simulation', 'Driving', 'Singleplayer', 'Realistic', 'Open World', 'Sandbox', 'Trains', 'Building', 'Casual', 'Relaxing', 'Sports', 'City Builder']",258674
Sanctum 2: Original Soundtrack,"['Strategy', 'Action', 'Indie']",335370
Ultraworld Exodus,"['Indie', 'Free to Play', 'Exploration', 'Walking Simulator']",331580
Insanity'S Blade,"['Action', 'Casual', 'Indie', 'Platformer', 'Retro', 'Pixel Graphics', '2D', 'Gore', 'Horror', 'Great Soundtrack', 'Violent', 'Demons', 'Arcade', ""1990's"", '1980s', 'Difficult', 'Dark Fantasy', 'Singleplayer', 'Local Co-Op', 'Local Multiplayer']",334190
Train Simulator: Br 266 Loco Add-On,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",258671
Train Simulator: West Rhine: Köln - Koblenz Route Add-On,"['Simulation', 'Trains', 'Sandbox', 'Realistic', 'Open World', 'Co-op', 'Physics', 'Atmospheric', 'Family Friendly', 'TrackIR']",277739
Darkness Within 2: The Dark Lineage,"['Adventure', 'Indie', 'Horror', 'Lovecraftian', 'Psychological Horror', 'Great Soundtrack', 'First-Person']",298950
Mecha Ace Demo,"['RPG', 'Indie']",318340
Galcon 2: Galactic Conquest,"['Free to Play', 'Strategy', 'Indie', 'Multiplayer', 'Space', 'Co-op']",294160
Mecha Ace,"['Indie', 'RPG', 'Mechs', 'Choose Your Own Adventure', 'Interactive Fiction', 'Text-Based', 'Female Protagonist']",318330
Escape From Darkmoor Manor,"['Adventure', 'Casual', 'Puzzle']",335740
Bin Weevils Arty Arcade,"['Education', 'Family Friendly']",322410
Io,"['Indie', 'Action', 'Racing', 'Physics', 'Puzzle-Platformer', 'Puzzle', '2D']",324070
Lambda Wars Beta,"['Free to Play', 'Strategy', 'RTS', 'Multiplayer', 'Mod', 'Action', 'Co-op', 'Zombies', 'Sci-fi', 'Singleplayer', 'Shooter', 'Survival', 'Adventure', 'Atmospheric', 'Aliens', 'Sandbox']",270370
Millie Demo,"['Action', 'Indie', 'Casual']",337050
Bet On Soldier,"['Action', 'FPS', 'Shooter']",335320
Train Simulator: Gwr Small Prairies Loco Add-On,"['Simulation', 'Trains', 'Building', 'Driving', 'Open World', 'Sandbox', 'Realistic', 'Singleplayer', 'Casual', 'Level Editor', 'TrackIR', 'Family Friendly', 'Atmospheric', 'Relaxing', 'Moddable', 'Sports', 'City Builder']",277753
Elegy For A Dead World,"['Indie', 'Adventure', 'Story Rich', 'Atmospheric', 'Interactive Fiction', 'Exploration', 'Walking Simulator', 'Experimental', 'Singleplayer', 'Kickstarter']",252290
Gauntlet - Lilith The Necromancer Pack,"['Action', 'Adventure', 'RPG']",335510
Juju,"['Action', 'Casual', 'Adventure', 'Indie', 'Platformer', 'Family Friendly']",300840
Prelogate,"['Indie', 'Casual', 'Puzzle', 'Programming']",332830
Rock Boshers Dx: Directors Cut,"['Action', 'Indie', 'Adventure', 'Retro', 'Pixel Graphics', '2D', 'Twin Stick Shooter', 'Top-Down', 'Top-Down Shooter', 'Sci-fi', 'Steampunk', 'Zombies', '1980s', 'Arena Shooter', 'Mars', 'Female Protagonist']",298790
Rexaura,"['Free to Play', 'Indie', 'Action', 'Mod', 'Puzzle', 'First-Person', 'Difficult', 'Singleplayer']",317790
Pop: Methodology Experiment One,"['Indie', 'Action', 'Experimental', 'Psychedelic', 'Great Soundtrack', 'Pixel Graphics', 'Retro', 'Short']",305800
Pop: Methodology Experiment One - Game Of The Saeculum Edition Dlc,"['Action', 'Adventure', 'Indie', 'Racing']",316070
Pop: Methodology Experiment One - Ost,"['Action', 'Adventure', 'Indie', 'Racing', 'Great Soundtrack']",336320
Fritz For Fun 13,"['Strategy', 'Casual', 'Chess']",328890
Battle Of Empires : 1914-1918 - Editor,"['Strategy', 'Action']",334810
Battle Of Empires : 1914-1918 - French Campaign,"['Strategy', 'Action']",333400
Enforcer: Original Soundtrack,"['Simulation', 'Action', 'Adventure']",334580
Influent Dlc - Português [Learn European Portuguese],"['Strategy', 'Indie', 'Simulation']",297842
Letter Quest: Grimm'S Journey Demo,"['Indie', 'Casual']",337310
Final Fantasy® Xiii-2,"['JRPG', 'RPG', 'Fantasy', 'Singleplayer', 'Female Protagonist', 'Great Soundtrack', 'Story Rich', 'Anime', 'Adventure', 'Time Travel', 'Sci-fi', 'Action', 'Third Person', 'Open World', 'Action RPG', 'Cinematic', 'Turn-Based', 'Linear', 'Atmospheric', 'Turn-Based Combat']",292140
Final Dusk,"['Indie', 'Anime', 'Casual', 'Adventure', 'Action', 'Vampire', 'Puzzle', 'Female Protagonist', '2D', 'Puzzle-Platformer']",337420
Bit Dungeon Ii,"['RPG', 'Pixel Graphics', 'Indie', 'Action', 'Adventure', 'Rogue-like', 'Dungeon Crawler', '2D', 'Singleplayer', 'Perma Death', 'Rogue-lite']",331440
Tkl Online Demo,"['Action', 'RPG', 'Indie', 'Open World', 'MMORPG', 'Action RPG']",337710
Sunage: Battle For Elysium,"['Strategy', 'Indie', 'RTS', 'Base Building', 'Sci-fi', 'Isometric', '2.5D']",318650
Lisa,"['Dark Humor', 'RPG', 'Great Soundtrack', 'Story Rich', 'Post-apocalyptic', 'Indie', 'Choices Matter', 'Psychological Horror', 'Pixel Graphics', 'Adventure', 'Funny', 'RPGMaker', 'Singleplayer', 'Dark', '2D', 'Atmospheric', 'Side Scroller', 'Comedy', 'Horror', 'Platformer']",335670
Journey Of The King,"['Early Access', 'Indie', 'RPG', 'Adventure', 'Open World', 'Online Co-Op']",327960
Town Of Salem,"['Strategy', 'Multiplayer', 'Mystery', 'Indie', 'RPG', 'Casual', 'Great Soundtrack', 'Funny', 'Werewolves', 'Co-op', 'Survival', 'Tactical', 'Massively Multiplayer', 'Board Game', 'Memes', 'Horror', 'Action', 'Comedy', '2D', 'Family Friendly']",334230
National Zombie Park,"['Action', 'Indie', 'Survival', 'Zombies', 'Top-Down', 'Open World', 'Multiplayer', 'Co-op', 'Post-apocalyptic', 'Procedural Generation', 'Perma Death', 'Silent Protagonist', 'Replay Value', 'Difficult', 'Realistic', 'Rogue-like']",332780
Metrocide,"['Indie', 'Cyberpunk', 'Stealth', 'Top-Down', 'Shooter']",313130
Frontiers,"['Early Access', 'RPG', 'Adventure', 'Indie', 'Open World', 'Casual', 'Exploration', 'Sandbox', 'Survival', 'First-Person']",293480
Lisa: Original Soundtrack + Art Collection,"['RPG', 'Indie', 'Adventure']",336370
Rocksmith® 2014 – Jimi Hendrix Song Pack I,"['Casual', 'Simulation']",295073
Rocksmith® 2014 – Jimi Hendrix - “Manic Depression”,"['Simulation', 'Casual']",295072
Rocksmith® 2014 – Jimi Hendrix - “Bold As Love”,"['Casual', 'Simulation']",295075
Rocksmith® 2014 – Jimi Hendrix - “Foxey Lady”,"['Casual', 'Simulation']",295074
Sanctuaryrpg: Black Edition Demo,"['Strategy', 'Action', 'Adventure', 'Free to Play', 'RPG', 'Indie', 'Casual']",338490
Rocksmith® 2014 – Jimi Hendrix - “Castles Made Of Sand”,"['Casual', 'Simulation']",295076
Dead Effect,"['Zombies', 'Action', 'FPS', 'Horror', 'Indie', 'Singleplayer', 'Shooter', 'Multiplayer', 'Survival', 'Sci-fi', 'Gore', 'First-Person', 'Space', 'Survival Horror', 'Atmospheric', 'Bullet Time', 'Co-op']",286040
World Of Leaders,"['Simulation', 'Massively Multiplayer', 'MMORPG']",335050
Mission Control: Nanomech,"['Early Access', 'Action', 'Adventure', 'RPG']",338030
Fork Parker'S Holiday Profit Hike,"['Free to Play', 'Platformer', 'Action', 'Indie', 'Adventure', 'Pixel Graphics', '2D', 'Multiplayer', 'Difficult', 'Parkour']",339120
Metal Gear Solid V: Ground Zeroes,"['Stealth', 'Action', 'Short', 'Tactical', 'Singleplayer', 'Third Person', 'Story Rich', 'Cinematic', 'Open World', 'Replay Value', 'Atmospheric', 'Great Soundtrack', 'Third-Person Shooter', 'Shooter', 'Adventure', 'Sandbox', 'Classic', 'Cold War', 'Dark', 'Comedy']",311340
Speedrunners,"['Multiplayer', 'Racing', 'Local Multiplayer', 'Competitive', 'Platformer', 'Indie', 'Fast-Paced', '2D', 'Action', '4 Player Local', 'Funny', 'Parkour', 'Sports', 'Local Co-Op', 'Controller', 'Level Editor', 'Co-op', 'Singleplayer', 'Arcade', 'Superhero']",207140
Train Simulator: Miami - West Palm Beach Route Add-On,"['Simulation', 'Trains', 'Realistic', 'Open World', 'Sandbox', 'Family Friendly', 'TrackIR', 'Atmospheric']",277752
Verde Station,"['Adventure', 'Indie', 'Casual', 'Walking Simulator', 'Sci-fi']",324120
Gates Of Horizon,"['Strategy', 'Massively Multiplayer', 'Indie', 'Simulation', 'Sci-fi', 'Exploration', '4X', 'Space']",334290
Blockade 3D,"['Early Access', 'Free to Play', 'Shooter', 'Multiplayer', 'FPS', 'Action', 'Building', 'Zombies', 'Pixel Graphics', 'Online Co-Op', 'Survival', 'Sandbox', 'Co-op', '3D Vision', 'Massively Multiplayer', 'Adventure', 'Open World', 'Funny', 'Casual', 'Controller']",302830
Do Not Fall,"['Adventure', 'Indie', 'Action']",333130
Assetto Corsa,"['Racing', 'Simulation', 'Driving', 'Sports', 'Multiplayer', 'Realistic', 'VR', 'Moddable', 'Indie', 'Controller', 'Singleplayer', 'Physics', 'Replay Value', 'TrackIR', 'Open World', 'First-Person', 'Action', '3D Vision', 'Artificial Intelligence', 'Arcade']",244210
I Will Escape,"['Indie', 'Action', 'Adventure', 'Stealth']",324240
Choice Of Robots,"['Choose Your Own Adventure', 'Choices Matter', 'Interactive Fiction', 'Indie', 'Text-Based', 'Robots', 'RPG', 'Story Rich', 'Sci-fi']",339350
Antisquad: Tasks In Mexico - The Beginning. Tactics Free Dlc,"['Action', 'Adventure', 'Strategy']",335981
Antisquad: Tasks In Mexico - Final. Tactics Dlc,"['Strategy', 'Action', 'Adventure']",335982
Psy High,"['Indie', 'RPG', 'Text-Based', 'Choose Your Own Adventure', 'Interactive Fiction', 'Female Protagonist']",339510
Psy High Demo,"['RPG', 'Indie']",339520
Geometry Dash,"['Difficult', 'Great Soundtrack', 'Music', 'Level Editor', '2D', 'Rhythm', 'Colorful', 'Singleplayer', 'Platformer', 'Character Customization', 'Arcade', 'Indie', 'Action', 'Side Scroller', 'Funny', 'Family Friendly', 'Casual', 'Strategy', 'Adventure', 'Multiplayer']",322170
Pilot Brothers 2,"['Adventure', 'Casual', 'Point & Click']",336770
Catmouth Island,"['Adventure', 'Indie', 'Casual', 'Point & Click', 'Singleplayer', 'Female Protagonist', 'Funny', 'Great Soundtrack', 'Crowdfunded']",336380
Shadows Of War,"['Strategy', 'Indie', '2D']",340220
Fake Colours,"['Indie', 'Casual', 'Strategy', 'Puzzle', 'Puzzle-Platformer', 'Great Soundtrack']",334300
Wolfwars,"['Early Access', 'Strategy', 'Indie', 'Casual', 'Simulation', 'Card Game', 'Multiplayer']",340570
Dr.Green,"['Indie', 'Action', 'Retro', 'Puzzle-Platformer', 'Platformer', 'Pixel Graphics']",340290
Vintage Year,"['Action', 'Indie', 'Top-Down Shooter', 'Fast-Paced', 'Rogue-like', 'Rogue-lite', 'Pixel Graphics']",333760
The Race For The White House,"['Indie', 'Simulation', 'Strategy', 'Politics', 'Political']",338590
Rocksmith® 2014 – Linkin Park - “What I’Ve Done”,"['Casual', 'Simulation']",295092
Rocksmith® 2014 – Linkin Park Song Pack,"['Casual', 'Simulation']",295093
Dreaming Sarah Ost,"['Adventure', 'Indie', 'Casual']",321990
Antisquad: Tasks Near The Coast Of Somalia. Tactics Dlc,"['Strategy', 'Action', 'Adventure']",335991
Castle,"['Casual', 'Indie', 'Action', 'Building', 'Puzzle', 'Difficult', 'Trading Card Game']",339290
Antisquad: Tasks In North Korea. Tactics Dlc,"['Strategy', 'Action', 'Adventure']",335990
Ostrich Island,"['Adventure', 'Casual', 'Indie', 'RPG', '3D Platformer', 'Family Friendly', 'Platformer', 'Multiplayer']",337270
Adventures Of Robinson Crusoe,"['Adventure', 'Casual', 'Hidden Object']",334470
Mechs & Mercs: Black Talons,"['Strategy', 'Action', 'Indie', 'Simulation', 'RTS', 'Real Time Tactics', 'Mechs']",273960
4089: Ghost Within,"['Action', 'RPG', 'Indie', 'FPS', 'Procedural Generation', 'First-Person', 'Rogue-like', 'Sci-fi', 'Rogue-lite', 'Futuristic', 'Action RPG', 'VR', 'Stealth']",329770
Urja,"['Strategy', 'Casual', 'Indie', 'Puzzle', 'Chess', 'Action', 'FPS', 'First-Person', 'Difficult', 'Atmospheric', 'Arcade', 'Surreal', 'Simulation', 'Fantasy', 'Abstract', 'Replay Value', 'Family Friendly']",338710
Teddy Floppy Ear - Mountain Adventure,"['Family Friendly', 'Casual', 'Adventure', 'Indie', 'Point & Click', 'Cute', 'Action', 'Difficult', 'Open World']",340300
Unhack Demo,"['Indie', 'Puzzle', 'Visual Novel', 'Anime']",340890
Countless Rooms Of Death,"['Indie', 'Adventure', 'Horror']",341380
Squirreltopia,"['Indie', 'Action', 'Adventure', 'Platformer', 'Difficult', 'Singleplayer', 'Pixel Graphics']",334690
Lara Croft And The Temple Of Osiris - Icy Death Pack,"['Action', 'Adventure']",318874
Lara Croft And The Temple Of Osiris - Legend Pack,"['Action', 'Adventure']",318872
Lara Croft And The Temple Of Osiris - Deus Ex Pack,"['Action', 'Adventure']",318870
Disorder,"['Indie', 'Action', 'Platformer', 'Psychological', 'Puzzle-Platformer', 'Pixel Graphics', 'Dark', 'Singleplayer', 'Story Rich', 'Difficult', 'Controller', 'Great Soundtrack']",322080
Lara Croft And The Temple Of Osiris - Hitman Pack,"['Adventure', 'Action']",318871
Freakout: Extreme Freeride,"['Sports', 'Action']",304540
Avernum 2: Crystal Souls,"['RPG', 'Strategy', 'Indie', 'Adventure', 'Turn-Based', 'Isometric', 'Fantasy', 'CRPG']",337850
Gunslugs 2,"['Action', 'Indie', 'Platformer', 'Pixel Graphics', ""Shoot 'Em Up"", 'Shooter', 'Retro', 'Action-Adventure', ""1990's"", '1980s']",340750
Train Simulator: Crosscountry Class 220 'Voyager' Demu Add-On,"['Simulation', 'Trains', 'Realistic', 'TrackIR', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Co-op', 'Family Friendly']",258679
Tengami,"['Adventure', 'Indie', 'Casual', 'Puzzle', 'Point & Click', 'Atmospheric', 'Short', 'Singleplayer', 'Great Soundtrack']",299680
But To Paint A Universe,"['Indie', 'Casual', 'Puzzle', '2D', 'Atmospheric', 'Music']",335220
Tristoy,"['Action', 'Indie', 'Adventure', 'Co-op', 'Platformer', 'Metroidvania']",303260
Crystal Catacombs,"['Indie', 'Platformer', 'Metroidvania', 'Pixel Graphics', 'Rogue-like']",325880
Witch'S Pranks: Frog'S Fortune Collector'S Edition,"['Casual', 'Adventure', 'Point & Click', 'Hidden Object']",342630
Aveyond 3-3: The Lost Orb,"['RPG', 'Indie', 'Casual', 'RPGMaker']",321880
Chronicles Of A Dark Lord: Episode Ii War Of The Abyss,"['RPG', 'Indie', 'RPGMaker', 'Turn-Based', 'Villain Protagonist', 'Fantasy', 'Story Rich', 'Great Soundtrack', '2D', 'Retro', 'Singleplayer', 'Adventure', 'Turn-Based Combat', 'Dark', 'Party-Based RPG', 'JRPG', 'Mature', 'Dark Humor', 'Episodic', 'Dark Fantasy']",341780
Motorbike,"['Racing', 'Sports', 'Action', 'Casual', 'Simulation', 'Indie']",343120
Train Simulator: The Story Of Forest Rail Route Add-On,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Family Friendly', 'TrackIR', 'Co-op', 'Physics', 'Atmospheric']",277742
Huniepop,"['Nudity', 'Mature', 'Anime', 'Dating Sim', 'Sexual Content', 'Puzzle', 'Match 3', 'Romance', 'Singleplayer', 'Cute', 'Indie', 'RPG', 'Comedy', 'Casual', 'Strategy', 'Story Rich', 'Great Soundtrack', 'Memes', '2D', 'Point & Click']",339800
Inmind Vr,"['VR', 'Free to Play', 'Education', 'Indie', 'Action', 'Casual', 'Sci-fi', 'Singleplayer', 'Science', 'Exploration', 'Dynamic Narration', 'Funny', '3D Vision', 'Comedy', 'Racing', 'Physics', 'Simulation', 'Space']",343740
Cat Goes Fishing,"['Fishing', 'Casual', 'Indie', 'Cute', 'Simulation', 'Relaxing', 'Singleplayer', 'Arcade', 'Underwater', '2D', 'Puzzle', 'Action', 'Illuminati']",343780
Unhack - Original Soundtrack,"['Indie', 'Puzzle', 'Visual Novel', 'Anime', 'Puzzle-Platformer']",343720
Agfpprov3 Premium,"['Utilities', 'Design & Illustration', 'Education', 'Software Training', 'Animation & Modeling']",266590
Middle-Earth: Shadow Of Mordor - Captain Of The Watch Character Skin,"['Action', 'Adventure']",313370
Resident Evil / Biohazard Hd Remaster,"['Survival Horror', 'Zombies', 'Horror', 'Classic', 'Remake', 'Atmospheric', 'Singleplayer', 'Puzzle', 'Survival', 'Action', 'Adventure', 'Third Person', 'Cult Classic', 'Female Protagonist', 'Story Rich', 'Difficult', 'Gore', 'Shooter', 'Great Soundtrack', 'Third-Person Shooter']",304240
Bit Odyssey,"['Early Access', 'Indie', 'Adventure', 'RPG', 'Action']",328740
Deity Quest Demo,"['Strategy', 'Adventure', 'RPG', 'Indie']",341210
Deity Quest,"['Adventure', 'RPG', 'Indie', 'Strategy']",340330
Deity Quest Extended,"['Strategy', 'Adventure', 'RPG', 'Indie']",341220
Payday 2: The Bomb Heists,"['Action', 'RPG', 'FPS']",339480
Payday 2: Dragan Character Pack,"['Action', 'RPG']",344140
Particle Mace,"['Indie', 'Action', 'Arcade', 'Adventure', 'Multiplayer', ""Shoot 'Em Up"", 'Great Soundtrack', '2D', 'Local Co-Op', 'Local Multiplayer', '4 Player Local', 'Shooter', 'Retro', 'Casual', 'Singleplayer', 'Space', 'Sandbox', 'Anime', 'Open World', 'Survival']",295690
Among Ripples,"['Free to Play', 'Casual', 'Simulation', 'Indie', 'Singleplayer', 'Relaxing', 'Underwater', '2D', 'Sandbox']",341720
Without Within - Extra Edition,"['Indie', 'Visual Novel', 'Anime', 'Story Rich']",345670
Torquel,"['Indie', 'Action', 'Arcade']",250070
Particle Mace - Soundtrack,"['Action', 'Indie']",343290
Stranded Deep,"['Early Access', 'Survival', 'Open World', 'Crafting', 'First-Person', 'Multiplayer', 'Adventure', 'Realistic', 'Exploration', 'Singleplayer', 'Building', 'Sandbox', 'Simulation', 'Underwater', 'Action', 'Atmospheric', 'Indie', 'Co-op', 'Strategy', 'Procedural Generation']",313120
Guild Commander,"['Simulation', 'Strategy', 'Indie']",337220
Grey Goo,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Great Soundtrack', 'Aliens', 'Singleplayer', 'Base Building', 'Robots', 'Mechs', 'Female Protagonist', 'Competitive', 'Space', 'Futuristic', 'Indie', 'Open World', 'Action', 'Sandbox']",290790
Without Within,"['Free to Play', 'Anime', 'Visual Novel', 'Indie', 'Female Protagonist', 'Short', 'Story Rich', 'Cute', 'Singleplayer']",345650
Venetica - Gold Edition,"['RPG', 'Action', 'Adventure', 'Female Protagonist', 'Indie', 'Singleplayer', 'Fantasy', 'Third Person']",338140
Bridge Creator 2015,"['Casual', 'Simulation', 'Indie']",345790
Rocksmith® 2014 – Three Days Grace - “Never Too Late”,"['Casual', 'Simulation']",342757
Rocksmith® 2014 – Three Days Grace - “Just Like You”,"['Casual', 'Simulation']",342759
Rocksmith® 2014 – Three Days Grace - “Break”,"['Casual', 'Simulation']",342758
Rocksmith® 2014 – Three Days Grace Song Pack,"['Simulation', 'Casual']",342760
Lady Hammerlock The Baroness Pack,"['Action', 'RPG']",321430
Middle-Earth: Shadow Of Mordor - The Dark Ranger Character Skin,"['Action', 'Adventure']",313371
Middle-Earth: Shadow Of Mordor - Blood Hunters Warband,"['Action', 'Adventure']",318411
Ghost Pirates Of Vooju Island,"['Adventure', 'Casual', 'Point & Click', 'Pirates']",344030
My Family Creative Studio,"['Design & Illustration', 'Utilities', 'Education']",345310
The Quivering,"['Adventure', 'Point & Click', 'Horror', 'Funny', 'Retro', 'Classic', 'Dark Comedy']",345290
Wildlife Creative Studio,"['Design & Illustration', 'Education']",345300
Hypnosis,"['Adventure', 'Casual', 'Female Protagonist', 'Point & Click', 'Atmospheric']",343430
Cafe 0 ~The Drowned Mermaid~ Demo,"['Adventure', 'Indie', 'Casual', 'Simulation']",335680
Bret Airborne,"['RPG', 'Indie', 'Casual', 'Steampunk', 'Puzzle', 'Cartoony', 'Family Friendly', 'Match 3']",342510
Tulpa,"['Indie', 'Surreal', 'Puzzle', 'Atmospheric', 'Singleplayer', 'Mystery', 'Adventure', 'Puzzle-Platformer', 'Horror', 'Dark', 'Minimalist']",331340
Firefly Online Cortex,"['RPG', 'Indie', 'Space', 'Free to Play', 'Sci-fi']",343750
The Lady,"['Indie', 'Action', 'Adventure', 'Psychological Horror', 'Horror', 'Puzzle', 'Female Protagonist', 'Atmospheric', 'Great Soundtrack', 'Difficult', 'Retro', 'Puzzle-Platformer', 'Surreal']",341060
Pix The Cat,"['Indie', 'Action', 'Arcade', 'Local Multiplayer', 'Retro', '4 Player Local', 'Cartoony', 'Score Attack', 'Singleplayer', 'Cute', 'Fast-Paced', 'Casual', 'Cartoon']",330180
Tales Of Aravorn: Seasons Of The Wolf Demo,"['Adventure', 'RPG', 'Indie']",345000
Fantasy Grounds - Top-Down Tokens - Heroic 1,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy']",347490
Fantasy Grounds - Top-Down Tokens - Heroic 2,"['Strategy', 'RPG', 'Indie', 'Fantasy']",347491
Fantasy Grounds - Fiery Dragon Counter Collection: Heroic 2,"['Strategy', 'Indie', 'RPG', 'Demons', 'Software', 'Dragons', 'Fantasy', 'Utilities']",347101
Fantasy Grounds - Top-Down Tokens - Heroic 5,"['Strategy', 'RPG', 'Indie', 'Fantasy']",347494
Fantasy Grounds - Top-Down Tokens - Heroic 3,"['Strategy', 'RPG', 'Indie', 'Fantasy']",347492
Fantasy Grounds - Top-Down Tokens - Heroic 4,"['Strategy', 'RPG', 'Indie', 'Fantasy']",347493
10 Years After,"['Early Access', 'Adventure', 'Action', 'Indie', 'Survival', 'Singleplayer', 'Horror']",339240
Fantasy Grounds - Fiery Dragon Counter Collection: Epic 1,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Dragons', 'Demons']",347103
Banzai Pecan: The Last Hope For The Young Century Demo,"['Action', 'Indie', 'Anime', 'Retro', ""Beat 'em up"", 'Arcade', 'Character Action Game']",346690
Bret Airborne Demo,"['RPG', 'Indie', 'Casual']",347780
Lara Croft And The Temple Of Osiris - Twisted Gears Pack,"['Action', 'Adventure']",318875
Overture,"['Indie', 'RPG', 'Action', 'Rogue-like', 'Adventure', 'Pixel Graphics', 'Casual', 'Dungeon Crawler', 'Bullet Hell', 'Retro', 'Strategy', 'Rogue-lite', 'Loot', '2D', 'Hack and Slash', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Twin Stick Shooter']",343100
Overture Ost,"['Indie', 'Casual', 'Strategy', 'Action', 'Adventure', 'RPG']",347900
Ancient Planet Tower Defense,"['Tower Defense', 'Strategy', 'Indie', 'Casual', 'Isometric', 'Difficult', 'Atmospheric', 'Comedy']",345090
Apotheon,"['Action', 'Platformer', 'Mythology', 'Metroidvania', 'Adventure', 'Indie', '2D', 'RPG', 'Side Scroller', 'Singleplayer', 'Historical', 'Stylized', 'Great Soundtrack', 'Atmospheric', 'Nudity', 'Difficult']",208750
Super Pixalo,"['Indie', 'Platformer', 'Retro', 'Arcade']",347480
Terra Incognita ~ Chapter One: The Descendant,"['Early Access', 'Indie', 'Adventure', 'RPG', 'RPGMaker', 'JRPG', 'Story Rich']",347560
Apotheon: Original Soundtrack,"['Action', 'Adventure', 'RPG', 'Indie']",344730
Middle-Earth: Shadow Of Mordor - Test Of Power,"['Action', 'Adventure']",313372
Astray,"['Adventure', 'Indie', 'Horror', 'Puzzle', 'First-Person', 'Atmospheric', 'Dark', 'Singleplayer', 'Survival Horror', 'Psychological Horror', 'Survival', 'Lovecraftian']",329200
Totm,"['Early Access', 'Action', 'Indie', 'Strategy']",324360
Rocksmith® 2014 – Cinderella - “Don’T Know What You Got (Till It’S Gone)”,"['Casual', 'Simulation']",342761
Rocksmith® 2014 – Tesla - “Love Song”,"['Casual', 'Simulation']",342762
Rocksmith® 2014 – Extreme - “More Than Words”,"['Casual', 'Simulation']",342763
Rocksmith® 2014 – Boston - “Amanda”,"['Casual', 'Simulation']",342764
Sentinels Of The Multiverse - Mini-Pack 1,"['Strategy', 'Indie']",344050
Sentinels Of The Multiverse - Soundtrack (Volume 1),"['Strategy', 'Indie']",348100
Moorhuhn (Crazy Chicken),"['Casual', 'Action']",340120
Train Simulator: Union Pacific Gp30 Loco Add-On,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Family Friendly', 'TrackIR', 'Physics', 'Atmospheric']",277759
Destination Sol,"['Free to Play', 'Space', 'RPG', 'Open World', 'Action', 'Indie', '2D', 'Arcade', 'Procedural Generation', 'Replay Value', 'Rogue-like', 'Difficult', 'Singleplayer', 'Multiplayer', 'Pixel Graphics', 'Sci-fi', 'Survival', 'Building', 'Sandbox']",342980
Fractured Soul,"['Action', 'Adventure', 'Indie', 'Platformer']",307030
Forsaken Isle,"['Early Access', 'Adventure', 'Survival', 'Action', 'Indie', 'RPG', 'Pixel Graphics', 'Casual', 'Crafting', 'Sandbox', 'Pirates', 'Singleplayer']",347940
Barter Empire,"['RPG', 'Casual', 'Indie', 'RPGMaker']",346160
Bloop Reloaded,"['Indie', 'Casual', 'Simulation', 'Puzzle', 'Physics']",315060
Sunless Sea,"['Exploration', 'Survival', 'Lovecraftian', 'Story Rich', 'Dark', 'Adventure', 'Singleplayer', 'RPG', 'Atmospheric', 'Horror', 'Rogue-like', 'Indie', 'Great Soundtrack', 'Open World', 'Steampunk', 'Rogue-lite', '2D', 'Kickstarter', 'Gothic', 'Sandbox']",304650
Crystal Story Ii,"['RPG', 'Adventure', 'Indie', 'Strategy', 'Anime', 'JRPG', 'Great Soundtrack']",344860
Tropico 5 - Gone Green,"['Strategy', 'Simulation', 'RPG']",306397
The Asskickers-Steam Edition,"['Action', 'Indie', ""Beat 'em up""]",348650
Rocksmith® 2014 – Seether Song Pack,"['Casual', 'Simulation']",342769
Universal Combat Ce,"['Strategy', 'Simulation', 'Action', 'Space', 'Indie', 'Sci-fi', 'Space Sim']",345580
Pixel Heroes: Byte & Magic,"['RPG', 'Indie', 'Adventure', 'Pixel Graphics', 'Rogue-like', 'Rogue-lite', 'Turn-Based', '2D', 'Retro', 'Comedy', 'Singleplayer']",338320
Wickland,"['Action', 'Multiplayer', 'FPS', 'Indie', 'Arena Shooter', 'Competitive', 'First-Person', 'Shooter']",321260
Huniepop Original Soundtrack,"['Strategy', 'RPG', 'Indie', 'Simulation', 'Anime']",348560
Plazma Being,"['Indie', 'Adventure', 'Puzzle', 'Anime', 'Platformer', 'Action', 'Sci-fi', 'Physics', '2D', 'Difficult', 'Singleplayer', 'Exploration', 'Gore', 'Family Friendly', 'Atmospheric', 'Retro', 'Zombies', 'Survival', 'Comedy', 'Puzzle-Platformer']",346630
Check Vs. Mate - Floating Island Dlc,"['Strategy', 'Action', 'Casual']",339630
Time Rifters Demo,"['Indie', 'Casual', 'Action']",348110
Samudai,"['Action', 'Indie', 'Casual', 'Local Multiplayer', '2D Fighter', 'Fighting']",342740
